application_id,household_id,cycle_id,caseworker_id,submitted_at,amount_requested,need_category,stated_need_amount,days_since_hardship_onset,prior_applications_count,days_since_last_application,referral_source,application_channel,application_completeness,documentation_provided,status
4205,9d3e6e3a-80fd-4bb6-bc81-a0d59907f541,18,2,2026-03-08T09:00:00,36386.04,medical,40296.37,0,0,,community_leader,phone,0.629,True,withdrawn
4190,9b645614-f5e8-40da-9c64-5a841c36436c,18,5,2026-03-31T09:00:00,44917.17,medical,43097.97,0,2,129,self,caseworker_submitted,0.761,False,closed
4235,01b20b14-1e0e-4a57-8cad-f950f5aa5e45,18,1,2026-03-15T09:00:00,36594.76,food,31400.23,3,0,,ngo_partner,phone,0.769,False,appealed
4140,01060b13-28b8-4b96-8288-568e38982bf3,18,4,2026-03-12T09:00:00,35090.61,childcare,31194.7,14,0,,self,in_person,0.501,True,closed
4273,61639e26-13fd-4d14-a1f1-09dcdd4c5408,18,9,2026-03-03T09:00:00,39630.36,food,35184.03,5,2,303,ngo_partner,in_person,0.845,True,deferred
4339,820335cf-378f-4448-a152-37fbbc0ba0cb,18,1,2026-03-19T09:00:00,44407.59,education,43889.14,30,0,,caseworker_outreach,caseworker_submitted,0.77,True,audit_approved
4171,43d3cefd-8ea8-4615-91cb-2e3e67beac47,18,10,2026-03-31T09:00:00,45778.06,other,46615.77,12,3,149,self,in_person,0.644,True,closed
4123,e348e289-9361-4497-af57-404e12fed703,18,9,2026-03-17T09:00:00,31941.9,medical,28154.54,10,1,181,ngo_partner,caseworker_submitted,0.519,False,closed
4327,ab2fe562-bc84-4a2a-9e97-468669e77c02,18,9,2026-03-25T09:00:00,21094.27,food,18732.8,33,3,143,caseworker_outreach,in_person,0.544,True,closed
4042,3f5788ac-54a8-496b-8b37-de886a17e9e2,18,10,2026-03-01T09:00:00,29506.41,utilities,33173.22,19,3,93,community_leader,online,0.641,True,audit_approved
4112,334c2c3b-c627-47f6-97e6-d9ea55272ef4,18,8,2026-03-20T09:00:00,36379.77,funeral,32694.5,31,1,96,self,in_person,0.82,True,closed
3970,75002ea5-efb6-4cce-b494-936e886db746,18,10,2026-03-13T09:00:00,29620.67,other,27580.32,68,1,215,community_leader,caseworker_submitted,0.807,True,appealed
4199,fcf5de8d-6d88-4b71-b566-a063368f5482,18,10,2026-03-17T09:00:00,68616.53,funeral,61631.91,17,0,,prior_beneficiary,in_person,0.538,True,closed
4178,d7267a7b-9c3b-41f8-9c49-bc8494116df8,18,1,2026-03-01T09:00:00,10523.68,food,9348.44,27,1,222,self,in_person,0.745,False,deferred
4252,4905bfa2-397f-44aa-919c-57380a8c5390,18,3,2026-03-29T09:00:00,20413.09,food,22134.55,9,4,219,caseworker_outreach,online,0.697,True,closed
4142,a971e1cf-94d7-478b-a96e-7a7c6dc52b8f,18,10,2026-03-20T09:00:00,16659.38,food,17193.84,12,0,,caseworker_outreach,online,1.0,True,deferred
4073,33ff3f7d-57b2-492a-92c7-7dc8c0db628c,18,4,2026-03-21T09:00:00,80407.34,funeral,74131.04,3,0,,self,online,0.762,True,deferred
4092,2954524d-6297-4d75-ad96-d93d17f69da8,18,8,2026-03-29T09:00:00,32508.29,utilities,36258.28,18,1,239,self,in_person,0.367,False,appealed
4050,b158a40d-f31b-48b4-91e4-99ca04ccd8e9,18,3,2026-03-19T09:00:00,62989.03,education,61566.31,7,0,,community_leader,phone,0.803,True,closed
4076,97a7c318-2311-4e45-9264-c27b7a0a8f2b,18,1,2026-03-27T09:00:00,38846.7,food,37699.79,45,2,170,caseworker_outreach,phone,0.53,False,deferred
4185,5766351e-6640-4078-b3de-d4670c15b50d,18,5,2026-03-19T09:00:00,62833.49,food,60942.76,4,0,,caseworker_outreach,in_person,0.32,False,deferred
4213,9913ae8a-9625-4068-be74-0274e5b53db9,18,4,2026-03-11T09:00:00,16850.3,utilities,14867.86,3,1,182,self,phone,0.77,True,deferred
4166,6451fef1-2e5f-4cc6-8b27-93800b32ca1f,18,10,2026-03-28T09:00:00,20755.08,medical,23118.62,17,3,274,self,in_person,0.774,True,deferred
4119,21a90b93-dce8-4776-8fc1-0a4cad8fd1f2,18,6,2026-03-01T09:00:00,17772.08,food,15278.16,9,1,6,self,caseworker_submitted,0.57,False,deferred
4023,06bc4b07-ed89-4fa6-8ecb-aa06c1990c7c,18,10,2026-03-05T09:00:00,33002.57,education,29043.44,13,2,55,ngo_partner,caseworker_submitted,0.799,True,closed
4220,344e5017-dcd7-4d31-bf49-c1c170a29fcf,18,6,2026-03-18T09:00:00,85676.62,education,82608.1,8,1,81,caseworker_outreach,caseworker_submitted,0.474,False,closed
4001,30dc840d-d387-4199-81c2-4ebef7230a0d,18,9,2026-03-23T09:00:00,39665.28,funeral,34483.33,34,0,,self,in_person,0.643,False,deferred
3985,0128463b-cfc4-44f7-9bf9-d031ec587fa0,18,6,2026-03-29T09:00:00,5392.64,childcare,4980.29,31,1,74,caseworker_outreach,in_person,0.769,True,deferred
4183,e98b3263-675b-4da5-bf04-60825bf9cf2c,18,3,2026-03-28T09:00:00,3000,food,2654.8,0,1,118,self,in_person,0.774,True,closed
4291,226826a5-dd2c-4d43-9071-068340c5afdd,18,7,2026-03-05T09:00:00,38510.22,food,43663.94,9,0,,prior_beneficiary,phone,0.467,False,deferred
4247,5cc7705a-ce99-45eb-b657-88436b7cc620,18,5,2026-03-10T09:00:00,27682.04,food,27565.94,23,2,109,community_leader,caseworker_submitted,0.745,False,closed
4232,5e59f40c-116e-40b6-85f0-810d7769adb0,18,10,2026-03-19T09:00:00,36929.77,rent_arrears,38524.07,12,2,209,self,phone,0.674,True,closed
4051,1bbe7131-47be-4e28-8eac-7b21fdee31e2,18,3,2026-03-23T09:00:00,23612.1,education,21274.99,21,1,202,ngo_partner,in_person,0.713,True,deferred
4061,d75b061a-ca47-4da2-80e7-4d60257b7a31,18,7,2026-03-04T09:00:00,62354.0,utilities,70516.24,5,0,,ngo_partner,in_person,0.89,True,closed
4231,c9d0c031-def6-4990-886c-88865eaa32d6,18,1,2026-03-05T09:00:00,3000,medical,3111.35,2,3,124,self,in_person,0.585,False,closed
4096,6883d1d0-b742-4b46-b752-23383b362dce,18,9,2026-03-11T09:00:00,22849.02,medical,25703.96,31,0,,ngo_partner,in_person,0.548,True,deferred
4276,04084e53-fa2a-4e97-8977-7a3e4a23b822,18,2,2026-03-07T09:00:00,21732.56,other,18704.84,3,0,,self,caseworker_submitted,0.957,True,closed
4226,074f92f2-5407-4f8a-9213-394c0c180934,18,2,2026-03-03T09:00:00,16176.47,education,16713.85,51,2,73,ngo_partner,in_person,0.624,False,deferred
4215,9c051370-0d6b-4dbf-8403-fcbbda57485a,18,8,2026-03-07T09:00:00,30110.54,other,31404.83,2,2,92,caseworker_outreach,in_person,0.799,True,closed
4049,52c0bd97-799c-4035-aa83-3cbc82dabd72,18,8,2026-03-13T09:00:00,52824.95,education,49011.54,32,0,,self,phone,0.714,False,closed
3971,2395fa12-7836-404a-aae1-5405fe09ac14,18,7,2026-03-02T09:00:00,15736.13,food,16122.67,17,2,141,prior_beneficiary,online,0.971,True,closed
4254,69344881-02f8-4576-bf36-395390854124,18,2,2026-03-11T09:00:00,37409.74,rent_arrears,37487.63,22,0,,self,in_person,0.504,False,deferred
4010,5ef4ee86-cfcb-4b8b-9bb8-2d14c2f8a72b,18,6,2026-03-30T09:00:00,7457.37,other,7140.44,25,0,,ngo_partner,caseworker_submitted,0.874,True,closed
4233,3b55ee84-06cc-420a-8173-82ef7b0f93a4,18,7,2026-03-23T09:00:00,46403.39,utilities,47057.02,7,2,198,self,caseworker_submitted,0.884,False,closed
4352,1f1ce023-58f0-47f6-819b-61c5f4ebb173,18,1,2026-03-18T09:00:00,43137.58,medical,44167.2,36,4,71,self,in_person,0.507,True,deferred
4090,f062a6b7-b9d6-4b47-aa27-7abc1bea52ee,18,9,2026-03-14T09:00:00,12060.9,other,10571.09,12,1,106,self,online,0.903,True,deferred
4027,067a0e03-a3ff-4067-9f7e-10e997c91bf9,18,3,2026-03-30T09:00:00,37505.68,childcare,32867.99,118,3,85,prior_beneficiary,in_person,0.644,True,deferred
4136,d0bf46f1-ed23-43ea-a0e0-96437f918683,18,1,2026-03-24T09:00:00,22623.61,rent_arrears,23674.32,8,0,,community_leader,in_person,0.546,True,closed
4121,c8243d9d-1a36-40f1-9b0d-60d8e8c76116,18,10,2026-03-25T09:00:00,69794.23,childcare,72493.38,50,0,,caseworker_outreach,in_person,0.404,True,closed
4008,17a11c7c-0293-47b7-9a02-3f82177715e3,18,9,2026-03-30T09:00:00,12775.68,education,13928.43,6,2,197,prior_beneficiary,phone,0.812,True,closed
4246,f2694626-0b36-4174-a267-5240bf3fabd2,18,6,2026-03-19T09:00:00,81957.93,childcare,70350.38,11,1,65,self,phone,0.506,False,deferred
4094,f99e9031-a75f-4f3b-a4e2-4eea04e99fd1,18,2,2026-03-29T09:00:00,27663.44,other,28608.07,7,2,231,ngo_partner,online,0.9,True,deferred
4218,b43d499a-c3bc-47a6-87e1-31190d285c6b,18,3,2026-03-20T09:00:00,14847.34,rent_arrears,13553.96,12,0,,self,online,0.879,True,appealed
4241,c48af031-4ea3-4f37-9579-c26841ffa6c2,18,6,2026-03-08T09:00:00,19047.9,medical,18588.95,10,0,,caseworker_outreach,caseworker_submitted,0.843,True,closed
4256,7b5db12d-a9e0-4f21-9df4-410905ddeec0,18,8,2026-03-28T09:00:00,10137.62,medical,9062.7,8,0,,community_leader,online,0.817,True,appealed
4164,96f865b8-f8de-4b90-8e55-364336ca8678,18,5,2026-03-16T09:00:00,42734.84,childcare,47090.71,30,2,275,caseworker_outreach,online,0.667,True,closed
4055,031a6a94-d208-4b0e-977c-f8f6aaed2029,18,3,2026-03-12T09:00:00,45021.9,childcare,39622.65,0,1,233,caseworker_outreach,phone,0.831,True,closed
4204,ee7bbb92-b25f-4c0c-a622-b131ff498510,18,5,2026-03-26T09:00:00,12213.85,rent_arrears,11187.08,0,0,,ngo_partner,phone,0.533,True,closed
4081,65514f37-6157-4f8b-8626-98f5e85ec1da,18,6,2026-03-25T09:00:00,8167.52,funeral,8224.46,41,0,,caseworker_outreach,in_person,0.763,True,withdrawn
4152,6d39da2b-89be-4f9a-9324-1f501a37d8ba,18,6,2026-03-09T09:00:00,3000,medical,3116.21,1,0,,self,in_person,0.499,True,deferred
4006,0372d9f4-8d11-446f-9710-61525db1ee83,18,8,2026-03-18T09:00:00,22137.68,food,24594.24,40,0,,self,in_person,0.526,False,deferred
4069,6ca79224-e796-495c-a5e8-35b09167f47e,18,9,2026-03-03T09:00:00,24264.35,rent_arrears,20877.56,53,1,502,caseworker_outreach,in_person,0.635,False,deferred
4099,c72e05ff-d975-4941-a984-2d48a7595d66,18,10,2026-03-08T09:00:00,25670.66,medical,23007.93,11,1,395,prior_beneficiary,caseworker_submitted,0.471,True,closed
4203,f0bd5b25-154d-4c6b-b090-5977c3a85e1c,18,3,2026-03-16T09:00:00,6248.15,food,6989.17,19,1,142,community_leader,online,0.573,True,closed
4274,8cdb270e-c420-4ed6-8812-c2c50701bc6d,18,4,2026-03-31T09:00:00,17701.79,utilities,20093.01,36,0,,prior_beneficiary,online,1.0,True,appealed
4344,eecd3e54-a37d-4555-9106-fe07db91c1e8,18,4,2026-03-22T09:00:00,11952.03,medical,11379.19,0,1,74,self,in_person,0.477,False,audit_approved
4002,528e52bb-b352-49a0-81c2-bf6f5083afeb,18,1,2026-03-17T09:00:00,17940.0,funeral,16720.22,10,0,,ngo_partner,in_person,0.429,False,deferred
4309,cd541bcb-38b4-4e57-b445-bbf0886e4ff6,18,9,2026-03-02T09:00:00,20967.46,other,19480.78,21,2,193,self,in_person,0.546,True,closed
4298,7626ce9e-77ab-4352-8796-980dfa9709ae,18,8,2026-03-11T09:00:00,25648.44,education,29141.65,7,3,80,ngo_partner,phone,0.467,False,closed
4208,70bebfbd-dc11-42af-9655-8df25bb03b66,18,9,2026-03-29T09:00:00,14691.38,childcare,16259.47,46,2,110,community_leader,online,1.0,True,deferred
4266,3086283e-674d-4997-8325-42e68fec1b3a,18,3,2026-03-25T09:00:00,37532.0,rent_arrears,32280.45,36,1,104,ngo_partner,in_person,0.92,True,closed
4034,39010a13-3f39-4953-ac05-470aa0ff1739,18,5,2026-03-10T09:00:00,22319.37,education,20608.38,31,0,,community_leader,phone,0.742,True,deferred
4198,99e08b5e-5a0e-4856-937e-72c288cfcc2b,18,1,2026-03-01T09:00:00,8607.37,utilities,7672.6,3,3,24,prior_beneficiary,phone,0.738,True,deferred
3997,fa0ac98a-ce2e-434a-b923-7685b4deb320,18,9,2026-03-13T09:00:00,24884.55,utilities,23607.97,46,1,233,self,caseworker_submitted,0.546,True,deferred
4079,391210ca-294b-477d-81ec-1ba60b5f8e8d,18,6,2026-03-01T09:00:00,18482.36,medical,17438.39,6,2,67,caseworker_outreach,in_person,0.491,False,closed
4346,f209b7af-f34e-48ec-aeea-3c189ec9214d,18,5,2026-03-06T09:00:00,7312.52,medical,7390.75,28,0,,ngo_partner,in_person,0.679,False,audit_approved
4072,24174a7b-9f45-4bc9-8a72-d32477296b00,18,1,2026-03-26T09:00:00,26484.46,education,28123.43,6,3,90,ngo_partner,online,0.966,True,closed
4223,0d862508-5b4b-4f42-8456-19fad3da8580,18,10,2026-03-08T09:00:00,15248.88,food,15880.08,24,1,161,caseworker_outreach,in_person,0.746,False,closed
3976,f9dffc45-3fed-4270-9f77-c768f78bd10e,18,3,2026-03-05T09:00:00,21020.86,childcare,18121.5,11,1,76,ngo_partner,in_person,0.639,False,closed
4102,8c050a71-8c25-4289-a4c4-e33b9a230702,18,6,2026-03-07T09:00:00,19727.85,education,18851.82,31,0,,self,in_person,0.765,False,deferred
4052,472fbdcc-9690-4653-827a-5705a4e5ff23,18,1,2026-03-28T09:00:00,20936.28,childcare,20569.5,5,4,110,self,in_person,0.406,False,closed
4068,472cf1dd-7820-4e0b-b1ec-36271737c8b6,18,1,2026-03-15T09:00:00,15962.92,medical,16546.05,12,0,,caseworker_outreach,phone,0.703,False,deferred
4306,c8cd98f2-58dd-4d93-91ef-2250c1edaef7,18,6,2026-03-24T09:00:00,3000,food,2633.36,0,0,,self,in_person,0.371,True,closed
3964,bd8db93a-2403-494c-bbc8-15f86a709105,18,4,2026-03-04T09:00:00,15046.63,medical,12837.74,37,1,236,self,in_person,0.43,False,closed
4062,388a8a5a-69ef-4a7d-b9a2-9bfa41ad9e33,18,4,2026-03-23T09:00:00,3000,food,2817.3,25,5,79,self,caseworker_submitted,0.838,True,closed
3963,87099c22-e456-4346-b8ec-8d06ef3522a1,18,5,2026-03-18T09:00:00,45480.94,rent_arrears,45615.92,66,0,,community_leader,online,0.951,True,closed
4106,0eb60e02-b568-482e-a3a4-d51831936578,18,8,2026-03-19T09:00:00,19226.5,utilities,20869.01,23,1,129,caseworker_outreach,phone,0.778,True,appealed
4139,b2585836-23c2-4659-af9a-043ad3eb8568,18,2,2026-03-24T09:00:00,25095.31,childcare,26524.32,13,0,,self,phone,0.533,False,deferred
4007,24455265-f6bf-49f8-a467-482cdd787347,18,3,2026-03-20T09:00:00,3000,medical,3039.17,47,2,83,community_leader,in_person,0.824,True,audit_approved
4169,8ffa25fd-22a2-4a11-9299-b56cd961a4d8,18,6,2026-03-25T09:00:00,39365.41,utilities,42943.82,70,1,173,ngo_partner,online,0.781,True,deferred
4258,71a866f2-39d7-434e-b5e3-5566862d8267,18,10,2026-03-22T09:00:00,16453.6,funeral,16944.86,9,0,,caseworker_outreach,phone,0.737,True,closed
4118,7522cf83-bf5d-457d-b7b2-3a74183c19af,18,7,2026-03-05T09:00:00,44067.52,utilities,39654.71,22,1,319,caseworker_outreach,online,0.729,False,closed
4025,c95a1c5c-651a-47a2-8620-5da93bea2431,18,2,2026-03-02T09:00:00,27394.44,funeral,24526.94,15,3,77,self,caseworker_submitted,0.896,True,closed
4144,18d49870-5083-4fa6-a7bc-8acc93348a94,18,8,2026-03-27T09:00:00,3000,food,3106.78,26,4,107,community_leader,caseworker_submitted,0.666,True,closed
4330,b322f683-6c04-476d-86e4-d035bd9d7642,18,9,2026-03-16T09:00:00,3000,food,3178.89,27,1,198,self,in_person,0.423,False,deferred
4107,bc27359c-a1ce-46fc-8344-cc6ff3100b19,18,4,2026-03-26T09:00:00,8223.93,medical,7453.41,33,1,206,ngo_partner,in_person,0.598,True,closed
4341,d48b355d-76fb-4aa1-81d2-11d14c755aa7,18,10,2026-03-09T09:00:00,19635.53,childcare,18423.66,1,3,19,community_leader,in_person,0.806,True,deferred
4269,01711bb3-a319-43ae-ab0d-1d860e958b5d,18,4,2026-03-20T09:00:00,6718.83,medical,7723.81,19,1,120,self,in_person,0.518,False,closed
4206,98352e32-7820-429e-bec5-8f9c34b1e5b5,18,10,2026-03-12T09:00:00,12602.4,medical,12429.33,14,0,,caseworker_outreach,in_person,0.398,False,audit_approved
4045,851a4646-33f0-4ad3-8bb8-cdb2b0db8d5c,18,9,2026-03-05T09:00:00,28088.28,childcare,30915.3,43,3,56,self,online,0.822,True,closed
4151,619280c4-86a5-4e95-aed6-f6892a5c43d4,18,7,2026-03-07T09:00:00,11116.22,medical,12005.3,5,1,136,caseworker_outreach,in_person,0.41,True,deferred
3975,15faa1ed-d7ea-4ff5-b770-41af490a0c9d,18,1,2026-03-15T09:00:00,36737.45,other,37092.91,4,0,,ngo_partner,in_person,0.653,True,deferred
4041,408f31e7-253e-43ce-a8de-2e97776d67bf,18,5,2026-03-25T09:00:00,10136.91,food,8821.51,54,1,207,ngo_partner,caseworker_submitted,0.725,True,deferred
4323,b9ab864e-3621-4185-a958-3d0cac28c6a3,18,3,2026-03-14T09:00:00,21974.75,medical,20377.65,9,1,58,self,online,0.749,True,appealed
4221,113e134a-8570-4a7f-869d-fa7d0a4ffc7c,18,4,2026-03-03T09:00:00,12345.22,childcare,12789.36,54,1,74,self,in_person,0.691,False,closed
4018,fe6dbbed-fd3c-43cf-94db-182c47834c13,18,3,2026-03-23T09:00:00,45188.42,other,39306.89,2,1,108,caseworker_outreach,phone,0.605,True,closed
4109,56886f22-3131-44da-a4f6-25bef688472d,18,4,2026-03-22T09:00:00,3000,medical,2677.81,11,0,,prior_beneficiary,phone,0.478,False,deferred
3996,324c91da-59e2-401a-acac-34201f6e3aec,18,5,2026-03-31T09:00:00,3000,food,3195.04,18,0,,self,in_person,0.796,True,closed
4005,c6851f0d-c2b9-4ae8-85bc-c267e19bf817,18,3,2026-03-23T09:00:00,25763.54,funeral,27115.08,32,2,52,self,caseworker_submitted,0.71,True,closed
4135,0087355d-964b-4b24-8623-b9a6eaee01ca,18,1,2026-03-03T09:00:00,28549.26,other,29474.86,22,0,,caseworker_outreach,in_person,0.777,True,closed
3995,b497b7ad-6996-4a7a-93fe-47bd91d2094b,18,4,2026-03-01T09:00:00,8993.59,funeral,9059.7,31,2,131,caseworker_outreach,online,0.441,False,deferred
4317,24bafa69-272f-4c63-bdbe-a306d871c2d1,18,6,2026-03-26T09:00:00,3000,childcare,2745.7,50,0,,self,in_person,0.529,False,deferred
4128,45625bea-c5b2-41dc-9afd-4c227976fc70,18,5,2026-03-07T09:00:00,11030.25,education,10626.24,25,2,220,self,online,0.969,True,deferred
3999,991b8936-ad56-4433-8139-d4faaa4975ab,18,8,2026-03-27T09:00:00,19423.33,other,19219.73,33,0,,self,phone,0.718,False,closed
4191,11e3246e-99ac-47bb-b6d0-fa01e28e85e4,18,7,2026-03-30T09:00:00,28189.99,education,27419.01,7,0,,community_leader,in_person,0.847,True,deferred
4212,089b5956-2442-4b49-ad0b-519af7ac6a76,18,10,2026-03-01T09:00:00,3000,medical,3287.12,34,1,192,self,caseworker_submitted,0.541,True,deferred
4308,0aa1b66e-f777-4435-afe2-3f6bbb09c88f,18,1,2026-03-23T09:00:00,6592.65,rent_arrears,7324.63,10,2,105,ngo_partner,phone,0.732,True,deferred
4067,8f26f069-607d-4c37-ae76-4bdd262f3afd,18,10,2026-03-09T09:00:00,25707.39,medical,28930.23,26,2,85,self,online,0.992,True,closed
4157,724d2e64-a654-4681-98b1-0ef02b3d5c5b,18,3,2026-03-10T09:00:00,23809.26,medical,22641.61,36,0,,community_leader,phone,0.754,True,closed
4187,5219d4c1-6d0d-4205-8e6b-8d319b7d98d0,18,4,2026-03-27T09:00:00,28218.85,funeral,30834.97,19,4,28,caseworker_outreach,phone,0.579,False,closed
4091,7662bc4c-fd26-4250-ad78-612fe3d93d5b,18,4,2026-03-14T09:00:00,16313.47,utilities,18704.19,21,2,175,community_leader,online,0.891,True,closed
4331,32cb05ec-5dd7-4d81-8edd-a53b37f8e3de,18,6,2026-03-14T09:00:00,7120.74,education,7935.89,4,2,129,caseworker_outreach,caseworker_submitted,0.762,True,closed
3994,be4417b8-282f-45d4-8e86-0a5e7df6cacf,18,6,2026-03-02T09:00:00,3000,education,3081.73,7,0,,self,online,0.969,True,deferred
3980,5584fa3b-d409-4d58-b558-46f645b0952e,18,8,2026-03-27T09:00:00,10283.79,childcare,9776.45,47,1,122,self,caseworker_submitted,0.576,True,closed
4031,2b0a6d07-422e-4af6-88ba-5211d07e0b9a,18,1,2026-03-17T09:00:00,5646.08,food,5710.67,7,4,67,community_leader,online,0.798,True,deferred
4311,3f33e907-148e-4461-978d-e9b98b03f3e0,18,3,2026-03-27T09:00:00,6090.92,medical,6880.59,7,1,180,ngo_partner,in_person,0.624,True,deferred
4064,4007e9ba-2e48-4108-823a-f3b937375b24,18,1,2026-03-22T09:00:00,3000,medical,3425.13,28,2,96,self,in_person,0.602,True,closed
4053,28ac618a-0278-4559-b620-2dc124c92b63,18,5,2026-03-02T09:00:00,19829.04,education,18387.69,4,4,51,ngo_partner,in_person,0.467,True,audit_approved
4078,024bb67b-9e33-4042-a5e7-af31e29c069a,18,2,2026-03-16T09:00:00,28170.18,childcare,32278.79,0,2,158,caseworker_outreach,in_person,0.614,True,deferred
4337,d587b473-eff8-4cf8-bacb-e8fdb802df8d,18,6,2026-03-21T09:00:00,18393.46,other,19148.89,69,0,,caseworker_outreach,in_person,0.764,True,appealed
4348,2fe490b2-4f3f-4011-adf0-0d8ff297c0ca,18,2,2026-03-17T09:00:00,3000,food,3198.9,7,2,64,community_leader,online,0.9,True,closed
3966,fb9410ab-bfae-4fd5-ad76-443a4f2d8292,18,4,2026-03-10T09:00:00,7457.59,other,6609.86,17,3,177,ngo_partner,in_person,0.407,False,deferred
4168,3ed03807-6775-408c-b061-7d9253af425e,18,9,2026-03-29T09:00:00,20146.18,food,21800.21,81,3,148,caseworker_outreach,in_person,0.324,False,closed
4074,dffc11c3-6616-4fda-80ce-ea9f17894c9c,18,9,2026-03-30T09:00:00,3645.25,medical,3160.52,15,0,,self,phone,0.616,False,deferred
4038,7ffb2002-f215-46c9-91e3-7deca7b0aad6,18,2,2026-03-14T09:00:00,3000,food,3267.79,8,1,110,prior_beneficiary,online,0.629,False,deferred
4035,d56f60d2-aec1-4ed7-a9bf-10116ff43a7e,18,2,2026-03-12T09:00:00,6964.98,medical,7704.79,12,1,311,ngo_partner,online,0.796,True,closed
4120,6c10d190-3dc1-4a67-8c50-5c5959fb858c,18,6,2026-03-02T09:00:00,3000,childcare,3192.54,34,2,349,ngo_partner,phone,0.8,True,closed
4004,717e8fda-6a70-44dd-99b2-ac1875b579d2,18,4,2026-03-18T09:00:00,3000,medical,2639.34,23,2,94,prior_beneficiary,in_person,0.743,True,audit_approved
4124,c63e643f-1887-4540-80b7-8c21e185566b,18,3,2026-03-20T09:00:00,46628.59,education,46414.89,10,1,81,self,in_person,0.626,True,closed
4114,1d941f82-3aa3-4be9-a308-c6146e501267,18,8,2026-03-11T09:00:00,3000,childcare,2663.95,3,1,317,self,online,0.885,True,deferred
4037,87ddfc66-b276-4e48-a16e-165c5a492dcd,18,2,2026-03-07T09:00:00,3000,food,3250.19,18,0,,ngo_partner,phone,0.775,True,deferred
4083,78dd4ab0-99f0-4984-8952-5a362ffdc5f7,18,9,2026-03-09T09:00:00,3000,rent_arrears,3267.17,23,2,225,self,in_person,0.83,True,closed
4302,29b2e41c-4d22-4e40-ab0c-1c6d46a96b0e,18,2,2026-03-01T09:00:00,3000,medical,3304.53,3,1,154,community_leader,in_person,0.454,True,closed
4229,13057ec3-de4d-4b48-ac19-b748c816965b,18,9,2026-03-21T09:00:00,3000,medical,3438.9,9,3,65,self,phone,0.879,True,closed
4310,bccd2c45-2a5c-45e1-a35d-08fb9e2583c1,18,8,2026-03-17T09:00:00,25289.58,funeral,29040.26,2,0,,self,online,0.9,True,closed
4022,0cbaf737-2f0a-424d-bc1a-86495b695bee,18,4,2026-03-31T09:00:00,15691.47,funeral,17710.6,9,2,160,self,in_person,0.747,True,closed
4131,e85164dd-1875-4776-a342-835f0c3d1824,18,2,2026-03-07T09:00:00,5837.54,medical,6589.22,0,1,490,self,in_person,0.387,False,closed
4239,91419670-00b3-4cc1-a171-822141020480,18,3,2026-03-16T09:00:00,11486.7,other,12702.69,1,1,151,self,caseworker_submitted,0.794,True,closed
3965,4292483d-660f-4b9e-98b2-91556e9bb3be,18,9,2026-03-28T09:00:00,3000,medical,3324.98,45,4,228,self,phone,0.88,True,deferred
4197,17cd8717-4cc1-408b-a0e1-018943089514,18,1,2026-03-18T09:00:00,28829.22,utilities,30968.18,17,0,,ngo_partner,phone,0.613,False,deferred
4148,95c96e3a-8b3e-44a6-854d-1fe02bc4ae5f,18,1,2026-03-13T09:00:00,7631.57,medical,8723.73,12,1,82,community_leader,in_person,0.714,True,closed
4237,3cf5bd50-3671-48de-9ef3-6b8da9ab1b0f,18,1,2026-03-13T09:00:00,11004.08,education,12361.18,51,1,294,self,phone,0.792,False,closed
4332,1e6ee46b-dd50-4eb1-ae14-b10963953fed,18,3,2026-03-24T09:00:00,50529.67,utilities,49360.56,8,1,250,ngo_partner,online,0.739,False,deferred
3978,e001fb72-5e1c-4324-a6a1-6caac3cdf1b0,18,10,2026-03-20T09:00:00,4796.07,childcare,4831.49,17,2,91,caseworker_outreach,online,0.696,True,closed
4295,06780976-908d-4a89-ae0e-fb4d788ed0a9,18,5,2026-03-08T09:00:00,3000,other,3330.73,7,3,52,self,online,1.0,True,deferred
3969,bfa89ce1-6458-4a85-87d1-e4faacf28f34,18,9,2026-03-26T09:00:00,3000,rent_arrears,2560.29,4,0,,prior_beneficiary,phone,0.561,False,closed
4211,c0fbf49b-dbba-485f-b449-16c46457ae67,18,8,2026-03-29T09:00:00,16511.37,childcare,15950.92,5,2,234,self,phone,0.716,True,appealed
3974,7b814239-ca0f-4d5c-9190-04b7ab1e9c80,18,7,2026-03-02T09:00:00,5546.77,medical,5911.06,25,0,,self,in_person,0.786,True,closed
4299,c6e40742-bcc3-4e87-a851-bfd25e4cc6d8,18,1,2026-03-17T09:00:00,3000,education,2769.01,5,1,323,community_leader,online,0.543,True,appealed
4279,975f661c-6269-4066-88d7-81640da413ce,18,10,2026-03-06T09:00:00,3000,other,2750.2,1,4,65,caseworker_outreach,online,0.736,True,closed
4194,ab7d2c93-7568-4d3f-8205-c318fec5febb,18,5,2026-03-11T09:00:00,16867.9,medical,17534.99,28,5,76,ngo_partner,in_person,0.55,True,deferred
4020,b8eaac5e-876b-41c5-8441-d765fb56970d,18,2,2026-03-04T09:00:00,3000,education,3343.34,25,2,74,ngo_partner,in_person,0.531,True,deferred
4312,097657f0-8465-4b57-bb27-789b1f1e8ebf,18,2,2026-03-31T09:00:00,3000,medical,3279.68,41,3,140,caseworker_outreach,online,0.575,True,closed
4180,512d4aae-6b3e-45a9-9d65-325fa4b70c85,18,6,2026-03-29T09:00:00,3000,medical,3277.44,11,0,,caseworker_outreach,phone,0.927,False,closed
